Axis,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
106.0,589.0,589.0,589.0,589.0,589.0,589,589.0,588.0,589,589.0,589.0,588.0,589.0,588.0,588.0,588.0,589.0,588.0,588,588,588,588.0,588.0,767.0,584,588.0,268.0,588.0,588.0,589,589,591,589,591,591,591,591,591,591
107.0,589.0,589.0,589.0,589.0,589.0,589,589.0,588.0,589,591.0,589.0,588.0,589.0,588.0,588.0,588.0,589.0,588.0,588,588,588,588.0,588.0,768.0,584,588.0,267.0,588.0,588.0,589,588,591,589,591,591,591,592,591,591
108.0,589.0,589.0,589.0,589.0,589.0,589,589.0,588.0,589,592.0,589.0,588.0,589.0,588.0,588.0,588.0,589.0,588.0,588,588,588,588.0,588.0,769.0,588,588.0,267.0,588.0,588.0,589,588,592,589,592,592,591,592,592,592
109.0,589.0,589.0,589.0,589.0,589.0,589,589.0,588.0,589,592.0,592.0,588.0,589.0,588.0,588.0,588.0,588.0,588.0,588,588,588,589.0,588.0,769.0,588,588.0,267.0,589.0,588.0,589,589,592,589,592,592,592,592,592,592
110.0,589.0,589.0,589.0,589.0,589.0,589,589.0,588.0,589,592.0,592.0,589.0,589.0,589.0,588.0,588.0,588.0,588.0,588,588,588,589.0,588.0,809.0,588,588.0,267.0,588.0,598.0,588,592,592,589,592,592,592,593,592,592
111.0,592.0,592.0,592.0,592.0,592.0,592,589.0,588.0,592,592.0,592.0,588.0,589.0,589.0,588.0,588.0,588.0,588.0,588,588,588,589.0,589.0,809.0,588,588.0,267.0,588.0,598.0,589,592,592,589,592,592,592,593,592,592
112.0,592.0,592.0,592.0,592.0,592.0,592,592.0,588.0,592,592.0,592.0,592.0,589.0,589.0,588.0,588.0,588.0,589.0,588,588,588,589.0,589.0,598.0,588,588.0,267.0,588.0,598.0,589,592,592,589,592,593,592,592,592,592
113.0,592.0,592.0,592.0,592.0,592.0,592,592.0,589.0,592,592.0,592.0,592.0,589.0,592.0,588.0,588.0,588.0,589.0,588,588,589,589.0,589.0,587.0,588,588.0,588.0,589.0,598.0,591,592,592,591,592,593,593,593,592,593
114.0,592.0,592.0,592.0,592.0,592.0,592,592.0,589.0,591,592.0,592.0,592.0,592.0,592.0,588.0,591.0,589.0,589.0,589,589,589,589.0,589.0,588.0,588,588.0,589.0,589.0,592.0,592,592,592,591,592,593,593,593,592,592
115.0,592.0,592.0,592.0,592.0,592.0,592,592.0,589.0,592,592.0,592.0,592.0,592.0,592.0,588.0,592.0,591.0,592.0,589,589,589,589.0,589.0,588.0,588,589.0,588.0,588.0,592.0,592,592,592,592,592,593,593,593,592,592
116.0,592.0,592.0,592.0,592.0,592.0,592,592.0,589.0,591,592.0,592.0,592.0,592.0,592.0,588.0,592.0,592.0,592.0,589,589,589,589.0,589.0,589.0,588,589.0,588.0,588.0,592.0,592,592,592,592,592,593,593,593,593,593
117.0,592.0,592.0,592.0,592.0,592.0,592,592.0,595.0,592,592.0,592.0,592.0,592.0,592.0,589.0,592.0,592.0,592.0,589,589,589,592.0,592.0,588.0,588,589.0,402.0,589.0,592.0,592,592,592,592,593,593,593,593,593,593
118.0,592.0,592.0,592.0,592.0,592.0,592,592.0,595.0,592,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,592.0,589,589,589,592.0,592.0,589.0,588,589.0,407.0,589.0,592.0,592,592,592,592,593,593,593,594,593,594
119.0,592.0,592.0,592.0,592.0,592.0,592,592.0,595.0,592,592.0,592.0,592.0,592.0,592.0,592.0,592.0,591.0,592.0,589,589,589,592.0,592.0,800.0,588,589.0,407.0,589.0,591.0,592,592,593,592,593,594,593,594,594,594
120.0,592.0,592.0,592.0,592.0,592.0,592,592.0,595.0,592,592.0,592.0,592.0,592.0,592.0,592.0,592.0,589.0,592.0,589,589,591,592.0,592.0,799.0,588,589.0,390.0,589.0,591.0,592,592,592,592,593,593,593,594,594,594
121.0,592.0,592.0,592.0,592.0,592.0,592,592.0,595.0,592,592.0,592.0,592.0,592.0,592.0,592.0,592.0,589.0,592.0,589,589,592,592.0,592.0,645.0,588,592.0,390.0,589.0,591.0,592,592,593,592,594,594,594,595,594,594
122.0,592.0,592.0,592.0,592.0,592.0,592,592.0,595.0,592,595.0,595.0,592.0,592.0,592.0,592.0,592.0,589.0,592.0,589,589,592,592.0,592.0,642.0,589,592.0,390.0,592.0,592.0,592,592,594,593,594,595,594,595,594,595
123.0,592.0,592.0,592.0,592.0,592.0,592,592.0,595.0,592,595.0,595.0,592.0,592.0,592.0,592.0,592.0,589.0,592.0,591,595,592,592.0,592.0,642.0,589,592.0,388.0,592.0,592.0,592,592,592,591,594,594,594,595,594,594
124.0,595.0,595.0,595.0,595.0,595.0,592,595.0,595.0,595,595.0,595.0,595.0,592.0,592.0,592.0,594.0,595.0,595.0,592,595,592,592.0,592.0,674.0,589,592.0,387.0,592.0,592.0,592,592,592,591,594,594,594,595,594,594
125.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,592.0,595.0,595.0,595.0,592,595,592,595.0,592.0,591.0,589,592.0,387.0,592.0,592.0,592,592,594,591,595,595,594,595,594,594
126.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,592.0,595.0,595.0,595.0,592,595,592,595.0,595.0,591.0,589,592.0,387.0,592.0,592.0,592,592,594,592,595,595,594,595,595,594
127.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,592.0,595.0,595.0,595.0,595,595,592,595.0,595.0,592.0,589,592.0,387.0,592.0,592.0,592,592,594,592,595,595,595,595,595,595
128.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,592.0,595.0,595.0,595.0,595,595,592,595.0,595.0,592.0,589,592.0,387.0,592.0,592.0,592,595,594,592,595,595,595,595,595,595
129.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,592.0,595.0,595.0,595.0,595,595,592,595.0,595.0,592.0,589,592.0,387.0,591.0,591.0,595,595,594,592,595,596,595,596,595,595
130.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,592.0,595.0,595.0,595.0,595,595,595,595.0,595.0,592.0,592,592.0,592.0,591.0,592.0,595,595,594,593,595,596,595,596,595,596
131.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,592.0,595.0,595.0,595.0,595,595,595,595.0,595.0,592.0,592,592.0,595.0,592.0,592.0,595,595,595,593,596,596,595,596,595,596
132.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,592.0,595.0,595.0,595.0,595,595,595,595.0,595.0,592.0,592,592.0,595.0,592.0,592.0,595,595,595,594,596,596,596,596,596,596
133.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595,595,595,595.0,595.0,592.0,592,592.0,595.0,595.0,594.0,595,595,595,594,596,596,596,595,596,596
134.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595,595,595,595.0,595.0,592.0,592,592.0,595.0,595.0,595.0,595,595,595,594,596,596,596,595,596,595
135.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595,595,595,595.0,595.0,592.0,592,595.0,462.0,595.0,595.0,595,595,595,594,596,596,596,596,596,595
136.0,595.0,595.0,595.0,595.0,595.0,595,595.0,595.0,595,595.0,595.0,595.0,595.0,595.0,595.0,595.0,594.0,595.0,595,595,595,595.0,595.0,593.0,592,595.0,465.0,595.0,595.0,595,595,595,595,596,596,596,596,596,596
137.0,595.0,595.0,595.0,595.0,595.0,595,598.0,595.0,595,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595,598,595,595.0,595.0,595.0,592,595.0,595.0,595.0,595.0,597,595,595,596,596,596,596,596,596,596
138.0,598.0,598.0,598.0,598.0,598.0,598,598.0,595.0,598,598.0,598.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595,598,595,595.0,595.0,595.0,595,595.0,595.0,595.0,595.0,595,598,596,596,596,596,596,596,596,596
139.0,598.0,598.0,598.0,598.0,598.0,598,598.0,595.0,598,598.0,598.0,595.0,595.0,598.0,595.0,595.0,595.0,595.0,595,595,595,595.0,595.0,595.0,595,595.0,595.0,595.0,595.0,595,598,596,596,596,597,600,596,596,596
140.0,598.0,598.0,598.0,598.0,598.0,598,598.0,595.0,598,598.0,598.0,598.0,595.0,598.0,595.0,595.0,595.0,595.0,595,595,595,598.0,598.0,595.0,595,595.0,595.0,595.0,595.0,598,598,596,596,596,597,600,596,596,596
141.0,598.0,598.0,598.0,598.0,598.0,598,598.0,595.0,598,598.0,598.0,598.0,595.0,598.0,595.0,598.0,595.0,595.0,595,598,595,598.0,598.0,595.0,595,595.0,595.0,595.0,595.0,598,598,596,595,600,597,600,596,596,596
142.0,598.0,598.0,598.0,598.0,598.0,598,598.0,598.0,598,598.0,598.0,598.0,598.0,598.0,598.0,598.0,595.0,595.0,598,598,595,598.0,598.0,595.0,595,595.0,598.0,595.0,595.0,598,598,596,595,600,600,600,596,600,600
143.0,598.0,598.0,598.0,598.0,598.0,598,598.0,598.0,598,598.0,598.0,598.0,598.0,598.0,598.0,598.0,595.0,595.0,598,595,595,598.0,598.0,595.0,595,595.0,598.0,595.0,595.0,598,598,596,595,600,600,600,596,601,600
144.0,598.0,598.0,598.0,598.0,598.0,598,598.0,598.0,598,598.0,598.0,598.0,598.0,598.0,598.0,598.0,595.0,595.0,595,595,595,598.0,598.0,595.0,595,598.0,598.0,595.0,598.0,598,598,596,595,600,600,600,596,601,601
145.0,598.0,598.0,598.0,598.0,598.0,598,598.0,598.0,598,598.0,598.0,598.0,598.0,598.0,598.0,598.0,595.0,595.0,595,595,595,598.0,598.0,595.0,595,598.0,598.0,595.0,598.0,598,598,596,595,600,600,601,601,601,601
146.0,598.0,598.0,598.0,598.0,598.0,598,598.0,598.0,598,598.0,598.0,598.0,598.0,598.0,598.0,598.0,595.0,598.0,595,595,598,598.0,598.0,595.0,595,598.0,598.0,598.0,598.0,598,598,596,596,601,600,601,601,601,601
147.0,598.0,598.0,598.0,598.0,598.0,598,598.0,598.0,598,598.0,601.0,598.0,598.0,598.0,598.0,598.0,595.0,598.0,595,595,598,598.0,598.0,598.0,595,598.0,598.0,598.0,598.0,598,598,596,596,601,600,601,601,601,601
148.0,598.0,598.0,598.0,598.0,598.0,598,598.0,601.0,598,598.0,601.0,598.0,598.0,601.0,598.0,598.0,598.0,598.0,595,595,598,598.0,598.0,598.0,598,598.0,598.0,598.0,598.0,598,598,596,596,601,601,601,601,600,601
149.0,598.0,598.0,598.0,598.0,598.0,598,598.0,601.0,598,598.0,601.0,598.0,598.0,601.0,598.0,598.0,598.0,598.0,595,595,598,598.0,598.0,598.0,598,598.0,601.0,598.0,598.0,598,598,597,596,601,601,601,601,601,601
150.0,598.0,598.0,598.0,598.0,598.0,598,598.0,601.0,598,601.0,601.0,598.0,598.0,601.0,598.0,598.0,598.0,598.0,595,595,598,598.0,598.0,598.0,598,598.0,571.0,598.0,598.0,598,598,597,596,601,601,601,602,601,602
151.0,598.0,598.0,598.0,598.0,598.0,598,598.0,601.0,601,601.0,601.0,598.0,598.0,601.0,598.0,601.0,598.0,598.0,595,595,598,598.0,598.0,598.0,598,598.0,571.0,598.0,598.0,598,601,601,596,601,601,601,602,601,602
152.0,598.0,598.0,598.0,598.0,598.0,598,598.0,601.0,601,601.0,601.0,601.0,601.0,601.0,598.0,601.0,598.0,598.0,595,598,598,598.0,601.0,598.0,598,598.0,572.0,598.0,598.0,598,601,601,596,601,602,601,602,602,602
153.0,598.0,598.0,598.0,598.0,598.0,598,598.0,601.0,601,601.0,601.0,601.0,601.0,601.0,598.0,601.0,598.0,598.0,595,598,598,598.0,601.0,598.0,598,598.0,572.0,598.0,598.0,598,601,601,596,601,602,602,602,602,602
154.0,598.0,598.0,598.0,598.0,598.0,598,598.0,601.0,601,601.0,601.0,601.0,601.0,601.0,598.0,601.0,598.0,598.0,601,598,598,601.0,601.0,598.0,598,598.0,589.0,598.0,598.0,598,601,601,596,601,602,602,602,602,602
155.0,601.0,601.0,601.0,601.0,601.0,601,598.0,601.0,601,601.0,601.0,601.0,601.0,601.0,598.0,601.0,598.0,601.0,601,598,598,601.0,601.0,598.0,598,598.0,589.0,598.0,598.0,601,601,601,596,602,602,602,602,602,602
156.0,601.0,601.0,601.0,601.0,601.0,601,601.0,601.0,601,601.0,601.0,601.0,601.0,601.0,598.0,601.0,598.0,601.0,601,598,598,601.0,601.0,598.0,598,598.0,589.0,598.0,598.0,601,601,601,597,602,602,602,602,602,602
157.0,601.0,601.0,601.0,601.0,601.0,601,601.0,601.0,601,601.0,601.0,601.0,601.0,601.0,598.0,607.0,598.0,601.0,601,598,601,601.0,601.0,598.0,598,598.0,589.0,601.0,598.0,601,601,601,597,602,602,602,603,601,603
158.0,601.0,601.0,601.0,601.0,601.0,601,601.0,601.0,601,601.0,601.0,601.0,601.0,601.0,598.0,607.0,598.0,601.0,601,598,601,601.0,601.0,598.0,601,601.0,589.0,601.0,598.0,601,601,601,602,602,602,602,603,601,603
159.0,601.0,601.0,601.0,601.0,601.0,601,601.0,601.0,601,601.0,601.0,601.0,601.0,603.0,598.0,607.0,598.0,601.0,601,598,601,601.0,601.0,598.0,601,601.0,589.0,601.0,598.0,601,601,601,602,602,602,603,603,601,603
160.0,601.0,601.0,601.0,601.0,601.0,601,601.0,601.0,601,601.0,601.0,601.0,601.0,604.0,601.0,608.0,601.0,601.0,601,598,601,601.0,601.0,598.0,601,601.0,601.0,601.0,601.0,601,601,602,602,602,602,603,603,602,603
161.0,601.0,601.0,601.0,601.0,601.0,601,601.0,601.0,601,601.0,604.0,604.0,604.0,604.0,601.0,608.0,601.0,601.0,601,598,601,601.0,601.0,601.0,601,601.0,601.0,602.0,601.0,601,601,602,602,603,603,603,603,602,603
162.0,601.0,601.0,601.0,601.0,601.0,601,601.0,601.0,601,601.0,604.0,604.0,604.0,604.0,601.0,604.0,601.0,601.0,601,598,601,601.0,601.0,601.0,601,601.0,601.0,603.0,601.0,601,601,602,602,601,603,603,603,603,603
163.0,601.0,601.0,601.0,601.0,601.0,601,601.0,601.0,601,601.0,604.0,604.0,604.0,604.0,601.0,604.0,601.0,601.0,601,601,601,601.0,601.0,601.0,601,601.0,601.0,603.0,601.0,601,604,602,603,601,603,603,603,603,603
164.0,601.0,601.0,601.0,601.0,601.0,601,601.0,601.0,601,601.0,604.0,604.0,604.0,604.0,604.0,604.0,601.0,601.0,601,601,601,601.0,601.0,601.0,601,601.0,601.0,604.0,602.0,604,604,602,603,601,603,603,603,603,603
165.0,601.0,601.0,601.0,601.0,601.0,601,601.0,604.0,601,604.0,604.0,604.0,604.0,604.0,604.0,604.0,601.0,601.0,601,601,601,601.0,601.0,601.0,601,601.0,601.0,604.0,604.0,604,604,603,600,602,603,603,603,604,603
166.0,601.0,601.0,601.0,601.0,601.0,601,604.0,604.0,601,604.0,604.0,604.0,604.0,604.0,604.0,604.0,601.0,601.0,601,601,601,601.0,601.0,601.0,601,601.0,604.0,604.0,604.0,604,604,602,600,604,604,604,604,604,604
167.0,601.0,601.0,601.0,601.0,601.0,601,604.0,604.0,601,604.0,604.0,604.0,604.0,604.0,604.0,604.0,601.0,601.0,601,601,601,601.0,601.0,601.0,601,601.0,604.0,604.0,604.0,604,604,602,600,604,604,604,604,604,604
168.0,604.0,604.0,604.0,604.0,604.0,601,604.0,604.0,601,604.0,604.0,604.0,604.0,604.0,604.0,604.0,601.0,604.0,601,601,601,601.0,601.0,601.0,601,601.0,604.0,604.0,604.0,604,604,603,601,604,604,604,605,604,605
169.0,604.0,604.0,604.0,604.0,604.0,604,604.0,604.0,601,604.0,604.0,604.0,604.0,604.0,604.0,604.0,601.0,604.0,601,601,604,604.0,601.0,601.0,601,601.0,604.0,604.0,604.0,604,604,603,601,604,604,604,606,605,605
170.0,604.0,604.0,604.0,604.0,604.0,604,604.0,604.0,604,604.0,604.0,604.0,605.0,605.0,604.0,604.0,601.0,604.0,601,601,604,604.0,604.0,601.0,601,601.0,604.0,604.0,604.0,604,604,603,601,605,604,604,606,605,606
171.0,604.0,604.0,604.0,604.0,604.0,604,604.0,604.0,604,607.0,607.0,604.0,607.0,607.0,604.0,604.0,601.0,604.0,604,601,604,604.0,604.0,601.0,601,601.0,604.0,604.0,604.0,604,604,603,601,605,604,604,606,605,606
172.0,604.0,604.0,604.0,604.0,604.0,604,604.0,604.0,604,607.0,607.0,607.0,607.0,607.0,604.0,605.0,601.0,604.0,604,601,604,604.0,604.0,601.0,601,601.0,604.0,604.0,604.0,604,604,603,601,603,605,604,606,605,606
173.0,604.0,604.0,604.0,604.0,604.0,604,604.0,604.0,604,607.0,607.0,607.0,607.0,607.0,604.0,605.0,601.0,604.0,604,604,604,604.0,604.0,601.0,601,601.0,601.0,602.0,604.0,604,605,603,601,603,605,604,606,606,606
174.0,604.0,604.0,604.0,604.0,604.0,604,604.0,604.0,604,607.0,607.0,607.0,607.0,607.0,604.0,607.0,601.0,604.0,604,604,604,604.0,604.0,601.0,601,601.0,601.0,602.0,604.0,604,607,603,601,603,605,604,606,606,606
175.0,604.0,604.0,604.0,604.0,604.0,604,604.0,607.0,604,607.0,607.0,607.0,607.0,607.0,604.0,607.0,604.0,604.0,604,604,604,604.0,604.0,601.0,601,604.0,601.0,601.0,604.0,604,607,604,602,603,605,605,606,606,606
176.0,604.0,604.0,604.0,604.0,604.0,604,607.0,607.0,605,607.0,607.0,607.0,607.0,607.0,604.0,607.0,604.0,604.0,604,604,604,604.0,604.0,604.0,601,604.0,601.0,601.0,604.0,604,607,604,602,605,605,605,605,608,608
177.0,604.0,604.0,604.0,604.0,604.0,604,607.0,607.0,607,607.0,607.0,607.0,607.0,607.0,604.0,607.0,604.0,604.0,604,604,604,604.0,604.0,604.0,601,604.0,601.0,601.0,604.0,607,607,604,602,605,605,605,605,609,609
178.0,607.0,607.0,607.0,607.0,607.0,607,607.0,607.0,607,607.0,607.0,607.0,607.0,607.0,604.0,607.0,604.0,604.0,604,604,605,604.0,604.0,604.0,601,604.0,601.0,601.0,604.0,607,607,605,602,606,606,606,605,609,609
179.0,607.0,607.0,607.0,607.0,607.0,607,607.0,607.0,607,607.0,607.0,607.0,608.0,607.0,604.0,607.0,604.0,604.0,604,604,607,604.0,604.0,604.0,601,604.0,601.0,601.0,604.0,607,607,605,602,605,606,606,606,609,609
180.0,607.0,607.0,607.0,607.0,607.0,607,607.0,607.0,607,607.0,607.0,607.0,608.0,608.0,607.0,607.0,604.0,604.0,604,604,607,604.0,604.0,604.0,601,607.0,601.0,607.0,605.0,607,607,604,603,605,606,609,606,609,609
181.0,607.0,607.0,607.0,607.0,607.0,607,607.0,607.0,607,607.0,610.0,607.0,610.0,608.0,607.0,607.0,607.0,604.0,604,604,607,607.0,607.0,604.0,607,607.0,601.0,607.0,607.0,607,607,604,603,606,606,609,606,609,609
182.0,607.0,607.0,607.0,607.0,607.0,607,607.0,607.0,607,607.0,610.0,607.0,610.0,608.0,607.0,607.0,607.0,607.0,604,604,607,607.0,608.0,604.0,607,607.0,154.0,607.0,607.0,607,607,604,603,605,606,609,609,609,609
183.0,607.0,607.0,607.0,607.0,607.0,607,607.0,607.0,607,607.0,610.0,607.0,610.0,610.0,607.0,607.0,607.0,607.0,604,604,607,607.0,607.0,607.0,607,607.0,153.0,605.0,607.0,607,607,605,604,605,606,609,609,609,609
184.0,607.0,607.0,607.0,607.0,607.0,608,607.0,607.0,607,607.0,610.0,608.0,610.0,610.0,607.0,608.0,607.0,607.0,605,607,607,607.0,607.0,607.0,604,607.0,153.0,604.0,607.0,607,607,605,604,605,609,609,609,609,609
185.0,607.0,607.0,607.0,607.0,607.0,608,608.0,607.0,607,607.0,610.0,608.0,611.0,610.0,607.0,607.0,607.0,607.0,607,607,607,607.0,607.0,607.0,604,607.0,153.0,604.0,607.0,607,607,606,612,609,609,609,609,609,609
186.0,607.0,607.0,607.0,607.0,607.0,607,608.0,607.0,607,607.0,611.0,610.0,611.0,611.0,607.0,615.0,607.0,607.0,607,607,607,607.0,607.0,607.0,604,607.0,153.0,604.0,607.0,607,607,606,604,609,609,610,609,609,610
187.0,607.0,607.0,607.0,607.0,607.0,607,607.0,607.0,607,607.0,611.0,610.0,611.0,611.0,607.0,615.0,607.0,607.0,607,607,608,607.0,607.0,607.0,604,607.0,153.0,604.0,607.0,607,607,606,604,609,609,610,609,609,610
188.0,607.0,607.0,607.0,607.0,607.0,607,607.0,607.0,607,608.0,611.0,611.0,611.0,611.0,607.0,615.0,607.0,607.0,607,607,608,607.0,607.0,607.0,607,607.0,604.0,607.0,607.0,607,607,606,605,609,609,610,609,610,610
189.0,610.0,610.0,610.0,610.0,610.0,611,607.0,611.0,610,608.0,611.0,611.0,611.0,611.0,607.0,615.0,607.0,607.0,607,607,608,607.0,608.0,607.0,607,607.0,607.0,607.0,607.0,607,610,606,609,609,610,610,610,610,610
190.0,611.0,611.0,611.0,611.0,611.0,611,607.0,610.0,610,611.0,611.0,611.0,611.0,611.0,607.0,610.0,607.0,607.0,607,607,607,610.0,608.0,607.0,607,608.0,607.0,607.0,608.0,611,610,606,609,610,610,611,610,610,611
191.0,611.0,611.0,611.0,611.0,611.0,611,611.0,611.0,611,611.0,612.0,611.0,612.0,612.0,608.0,610.0,607.0,607.0,607,607,610,610.0,610.0,607.0,608,608.0,607.0,607.0,608.0,611,610,606,614,614,610,611,610,611,611
192.0,611.0,611.0,611.0,611.0,611.0,611,611.0,611.0,611,611.0,612.0,611.0,612.0,612.0,610.0,610.0,607.0,607.0,607,607,611,611.0,611.0,607.0,607,607.0,607.0,607.0,607.0,611,611,606,609,614,610,611,610,611,611
193.0,611.0,611.0,611.0,611.0,611.0,611,611.0,611.0,610,611.0,612.0,611.0,612.0,612.0,610.0,610.0,607.0,607.0,607,608,611,611.0,611.0,608.0,607,607.0,230.0,607.0,612.0,611,611,606,610,609,610,611,610,611,611
194.0,611.0,611.0,611.0,611.0,611.0,611,611.0,611.0,611,611.0,612.0,611.0,612.0,612.0,610.0,611.0,607.0,607.0,607,610,611,611.0,611.0,611.0,607,607.0,229.0,607.0,612.0,611,611,609,610,610,611,611,611,611,611
195.0,611.0,611.0,611.0,611.0,611.0,611,611.0,611.0,611,611.0,612.0,611.0,612.0,612.0,610.0,611.0,607.0,607.0,607,610,611,611.0,611.0,612.0,607,607.0,229.0,607.0,612.0,611,611,609,610,611,611,612,611,612,612
196.0,611.0,611.0,611.0,611.0,611.0,611,612.0,612.0,611,611.0,612.0,611.0,612.0,612.0,611.0,611.0,608.0,608.0,607,610,612,611.0,611.0,612.0,610,607.0,229.0,607.0,611.0,611,611,610,610,612,611,612,611,612,612
197.0,612.0,612.0,612.0,612.0,612.0,612,612.0,612.0,611,611.0,612.0,611.0,612.0,612.0,611.0,611.0,608.0,611.0,610,611,612,611.0,611.0,612.0,610,611.0,231.0,544.0,611.0,611,611,610,609,612,612,612,612,612,612
198.0,612.0,612.0,612.0,612.0,612.0,612,612.0,612.0,611,611.0,612.0,611.0,612.0,612.0,611.0,612.0,611.0,611.0,611,611,612,612.0,611.0,612.0,610,611.0,607.0,545.0,610.0,611,611,611,609,612,612,611,612,612,612
199.0,612.0,612.0,612.0,612.0,612.0,612,612.0,612.0,611,612.0,612.0,612.0,612.0,612.0,611.0,612.0,611.0,611.0,611,611,612,612.0,612.0,612.0,610,611.0,607.0,611.0,611.0,611,611,611,609,613,612,611,612,612,612
200.0,612.0,612.0,612.0,612.0,612.0,612,612.0,612.0,612,612.0,612.0,612.0,612.0,612.0,612.0,612.0,611.0,611.0,611,611,612,612.0,612.0,612.0,610,611.0,276.0,611.0,611.0,611,611,611,609,613,612,613,612,612,612
201.0,612.0,612.0,612.0,612.0,612.0,612,612.0,612.0,612,612.0,612.0,612.0,612.0,612.0,612.0,612.0,611.0,611.0,612,612,612,612.0,612.0,612.0,611,612.0,279.0,611.0,611.0,612,611,612,611,613,612,613,612,613,613
202.0,612.0,612.0,612.0,612.0,612.0,612,612.0,612.0,612,612.0,612.0,612.0,612.0,612.0,612.0,612.0,611.0,611.0,612,612,612,612.0,612.0,612.0,611,612.0,278.0,611.0,611.0,612,611,612,611,613,612,613,613,613,613
203.0,612.0,612.0,612.0,612.0,612.0,612,612.0,611.0,612,612.0,615.0,613.0,612.0,612.0,612.0,612.0,612.0,612.0,612,612,612,612.0,612.0,612.0,611,612.0,272.0,611.0,611.0,612,611,612,612,613,613,613,613,613,613
204.0,612.0,612.0,612.0,612.0,612.0,612,612.0,611.0,612,612.0,615.0,615.0,612.0,615.0,612.0,612.0,612.0,612.0,611,612,612,612.0,612.0,612.0,612,612.0,273.0,611.0,611.0,612,611,612,612,613,613,613,612,613,613
205.0,612.0,612.0,612.0,612.0,612.0,612,612.0,612.0,612,612.0,615.0,615.0,612.0,615.0,612.0,612.0,612.0,612.0,611,612,612,612.0,612.0,612.0,612,612.0,273.0,611.0,611.0,612,611,612,612,613,613,613,613,613,613
206.0,612.0,612.0,612.0,612.0,612.0,612,612.0,612.0,612,612.0,615.0,615.0,612.0,615.0,612.0,612.0,612.0,612.0,612,612,612,612.0,612.0,612.0,612,612.0,273.0,601.0,612.0,612,611,613,613,614,613,614,613,613,613
207.0,612.0,612.0,612.0,612.0,612.0,612,612.0,612.0,612,612.0,615.0,616.0,615.0,615.0,612.0,612.0,612.0,612.0,612,612,612,612.0,612.0,612.0,612,612.0,611.0,604.0,612.0,612,612,613,613,614,614,615,613,614,614
208.0,612.0,612.0,612.0,612.0,612.0,612,615.0,612.0,612,612.0,615.0,615.0,615.0,615.0,612.0,612.0,612.0,612.0,612,612,612,612.0,612.0,612.0,612,611.0,337.0,584.0,612.0,612,612,613,614,614,614,615,614,614,613
209.0,612.0,612.0,612.0,612.0,612.0,612,615.0,622.0,612,612.0,615.0,621.0,615.0,615.0,612.0,612.0,612.0,612.0,612,612,612,612.0,612.0,612.0,612,611.0,337.0,584.0,615.0,612,618,613,612,615,614,614,614,614,614
210.0,612.0,612.0,612.0,612.0,612.0,612,615.0,622.0,612,615.0,616.0,618.0,615.0,614.0,612.0,612.0,612.0,612.0,612,612,612,612.0,612.0,612.0,612,611.0,337.0,584.0,615.0,612,619,614,612,615,614,614,614,614,615
211.0,612.0,612.0,612.0,612.0,612.0,612,615.0,624.0,624,615.0,618.0,618.0,615.0,614.0,613.0,615.0,612.0,612.0,612,612,615,615.0,615.0,612.0,612,611.0,337.0,612.0,615.0,612,612,614,612,615,615,614,615,614,614
212.0,615.0,615.0,615.0,615.0,615.0,615,615.0,624.0,624,615.0,618.0,618.0,615.0,618.0,615.0,615.0,612.0,612.0,612,612,615,615.0,615.0,612.0,612,611.0,337.0,612.0,615.0,612,612,614,612,615,615,614,615,614,614
213.0,615.0,615.0,615.0,615.0,615.0,615,615.0,625.0,618,615.0,618.0,618.0,615.0,618.0,615.0,615.0,612.0,612.0,612,612,615,615.0,615.0,612.0,612,612.0,337.0,612.0,615.0,612,612,614,612,615,615,615,615,614,615
