Axis,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
214.0,615.0,615.0,615.0,615.0,615.0,615,618.0,618.0,618,615.0,618.0,618.0,618.0,618.0,615.0,615.0,612.0,612.0,612,612,615,615.0,615.0,612.0,613,612.0,337.0,612.0,612.0,612,612,614,612,615,615,615,615,615,615
215.0,615.0,615.0,615.0,615.0,615.0,615,618.0,618.0,618,615.0,618.0,618.0,618.0,618.0,615.0,615.0,612.0,612.0,615,615,615,615.0,615.0,612.0,612,612.0,337.0,612.0,612.0,615,612,614,612,615,615,614,615,615,616
216.0,615.0,615.0,615.0,615.0,615.0,615,618.0,615.0,618,618.0,618.0,618.0,618.0,618.0,615.0,615.0,612.0,612.0,615,615,615,615.0,615.0,615.0,612,612.0,337.0,612.0,612.0,615,612,614,613,618,615,615,615,615,618
217.0,615.0,615.0,615.0,615.0,615.0,615,618.0,615.0,618,618.0,619.0,619.0,618.0,618.0,615.0,615.0,612.0,612.0,615,615,615,615.0,615.0,615.0,612,612.0,338.0,612.0,612.0,615,615,614,613,618,617,615,615,618,618
218.0,615.0,615.0,615.0,615.0,615.0,615,618.0,615.0,618,618.0,621.0,621.0,618.0,618.0,615.0,615.0,618.0,618.0,615,615,615,615.0,615.0,615.0,612,612.0,381.0,612.0,612.0,615,615,615,614,618,618,615,615,619,619
219.0,615.0,615.0,615.0,615.0,615.0,615,618.0,628.0,612,618.0,621.0,621.0,628.0,618.0,615.0,615.0,618.0,618.0,615,615,615,615.0,615.0,615.0,612,612.0,381.0,612.0,612.0,615,615,618,614,618,618,615,619,619,619
220.0,618.0,618.0,618.0,618.0,618.0,618,618.0,628.0,612,618.0,621.0,621.0,628.0,618.0,615.0,615.0,615.0,618.0,615,615,615,618.0,615.0,615.0,612,612.0,381.0,612.0,612.0,615,615,618,618,618,619,618,619,619,619
221.0,618.0,618.0,618.0,618.0,618.0,618,618.0,628.0,615,618.0,621.0,621.0,628.0,618.0,618.0,618.0,615.0,618.0,615,615,618,618.0,615.0,615.0,612,612.0,383.0,612.0,612.0,615,615,618,618,613,619,618,619,619,619
222.0,618.0,618.0,618.0,618.0,618.0,618,618.0,628.0,615,621.0,622.0,621.0,628.0,618.0,618.0,618.0,615.0,618.0,615,615,618,618.0,618.0,615.0,615,612.0,384.0,612.0,612.0,615,615,619,619,613,619,618,619,619,619
223.0,619.0,619.0,619.0,619.0,619.0,619,621.0,628.0,613,628.0,915.0,621.0,628.0,619.0,618.0,618.0,615.0,618.0,615,615,618,618.0,618.0,616.0,615,612.0,384.0,612.0,612.0,615,615,619,619,614,619,618,619,619,619
224.0,621.0,621.0,621.0,621.0,621.0,621,621.0,628.0,622,628.0,915.0,621.0,628.0,618.0,618.0,618.0,618.0,618.0,615,615,618,618.0,618.0,615.0,615,612.0,400.0,612.0,614.0,615,615,619,619,614,619,619,619,619,619
225.0,621.0,621.0,621.0,621.0,621.0,621,621.0,628.0,628,628.0,915.0,621.0,628.0,618.0,618.0,618.0,618.0,618.0,615,615,618,618.0,618.0,615.0,615,612.0,399.0,612.0,615.0,615,615,619,619,623,619,619,619,619,619
226.0,621.0,621.0,621.0,621.0,621.0,621,621.0,628.0,628,628.0,661.0,896.0,627.0,619.0,618.0,618.0,618.0,618.0,618,615,618,618.0,618.0,615.0,615,612.0,396.0,612.0,616.0,615,615,620,619,623,620,619,619,620,620
227.0,621.0,621.0,621.0,621.0,621.0,621,621.0,628.0,628,628.0,663.0,896.0,628.0,619.0,618.0,618.0,618.0,618.0,618,618,618,618.0,618.0,615.0,615,615.0,443.0,615.0,618.0,618,615,620,619,623,620,620,620,620,620
228.0,621.0,621.0,621.0,621.0,621.0,621,621.0,628.0,628,628.0,671.0,896.0,628.0,621.0,618.0,618.0,618.0,618.0,618,618,618,618.0,619.0,625.0,615,615.0,443.0,615.0,618.0,618,618,620,619,623,620,620,620,620,620
229.0,622.0,622.0,622.0,622.0,622.0,622,622.0,628.0,624,624.0,674.0,661.0,628.0,621.0,618.0,621.0,617.0,621.0,618,618,618,619.0,621.0,615.0,615,615.0,443.0,615.0,618.0,618,618,619,619,623,621,620,620,620,620
230.0,622.0,622.0,622.0,622.0,622.0,622,623.0,628.0,624,624.0,900.0,662.0,631.0,621.0,618.0,621.0,619.0,621.0,618,618,621,621.0,621.0,621.0,615,615.0,446.0,615.0,618.0,618,618,619,619,620,621,620,620,620,620
231.0,624.0,624.0,624.0,624.0,624.0,624,624.0,631.0,625,625.0,676.0,900.0,632.0,631.0,619.0,621.0,619.0,621.0,619,619,621,621.0,621.0,618.0,615,618.0,447.0,615.0,618.0,618,618,619,619,619,621,620,620,620,620
232.0,624.0,624.0,624.0,624.0,624.0,624,625.0,631.0,899,634.0,677.0,900.0,633.0,633.0,621.0,621.0,621.0,621.0,621,621,621,621.0,621.0,618.0,618,618.0,475.0,615.0,618.0,618,618,620,619,620,621,620,621,620,621
233.0,625.0,625.0,625.0,625.0,625.0,625,625.0,631.0,900,634.0,678.0,634.0,633.0,621.0,621.0,621.0,621.0,621.0,621,621,621,621.0,621.0,618.0,618,618.0,474.0,615.0,619.0,618,618,620,620,620,621,620,621,621,621
234.0,625.0,625.0,625.0,625.0,625.0,625,625.0,631.0,671,634.0,638.0,634.0,633.0,621.0,621.0,622.0,621.0,621.0,621,622,621,621.0,621.0,618.0,618,618.0,474.0,615.0,619.0,618,618,620,620,621,622,620,621,621,621
235.0,625.0,625.0,625.0,625.0,625.0,625,625.0,634.0,677,634.0,641.0,634.0,634.0,624.0,621.0,631.0,621.0,622.0,621,621,621,621.0,621.0,621.0,618,618.0,474.0,615.0,621.0,618,621,621,621,620,622,621,621,621,621
236.0,625.0,625.0,625.0,625.0,625.0,625,628.0,678.0,678,635.0,684.0,635.0,635.0,628.0,621.0,622.0,621.0,622.0,621,621,621,621.0,621.0,621.0,618,618.0,475.0,615.0,621.0,618,621,621,621,622,622,621,621,621,621
237.0,625.0,625.0,625.0,625.0,625.0,625,628.0,634.0,636,636.0,682.0,635.0,635.0,628.0,621.0,622.0,621.0,622.0,621,621,622,621.0,621.0,622.0,618,618.0,475.0,615.0,621.0,618,621,622,622,622,622,622,622,621,621
238.0,625.0,625.0,625.0,625.0,625.0,625,628.0,635.0,638,638.0,682.0,637.0,638.0,636.0,621.0,625.0,621.0,624.0,621,621,621,621.0,621.0,624.0,621,618.0,550.0,615.0,621.0,618,621,622,622,622,622,622,622,622,622
239.0,625.0,625.0,625.0,625.0,625.0,625,628.0,636.0,638,672.0,681.0,638.0,638.0,636.0,622.0,625.0,621.0,624.0,621,621,621,621.0,621.0,621.0,621,618.0,551.0,618.0,621.0,621,621,622,622,622,622,622,622,622,622
240.0,628.0,628.0,628.0,628.0,628.0,625,628.0,627.0,638,638.0,682.0,633.0,630.0,636.0,622.0,625.0,621.0,624.0,622,621,622,621.0,621.0,621.0,622,618.0,510.0,618.0,622.0,621,621,621,622,622,622,622,622,622,622
241.0,628.0,628.0,628.0,628.0,628.0,628,630.0,638.0,642,634.0,682.0,634.0,631.0,639.0,624.0,624.0,621.0,624.0,624,621,624,622.0,621.0,621.0,622,621.0,619.0,618.0,628.0,621,621,622,622,622,623,622,622,622,622
242.0,639.0,639.0,639.0,639.0,639.0,628,631.0,634.0,982,634.0,682.0,634.0,634.0,631.0,625.0,624.0,625.0,625.0,624,621,625,624.0,621.0,621.0,622,622.0,621.0,618.0,628.0,621,621,622,622,622,623,622,622,622,622
243.0,628.0,628.0,628.0,628.0,628.0,628,631.0,633.0,681,634.0,683.0,634.0,634.0,631.0,625.0,625.0,624.0,624.0,624,622,625,624.0,621.0,621.0,621,622.0,621.0,618.0,628.0,621,621,622,622,622,623,623,623,622,622
244.0,631.0,631.0,631.0,631.0,631.0,631,633.0,634.0,682,635.0,982.0,635.0,634.0,633.0,625.0,625.0,624.0,624.0,625,625,625,625.0,622.0,625.0,621,621.0,621.0,619.0,628.0,621,621,622,622,622,623,623,623,623,623
245.0,643.0,643.0,643.0,643.0,643.0,634,634.0,635.0,982,678.0,652.0,635.0,635.0,659.0,625.0,631.0,624.0,624.0,625,625,625,625.0,624.0,621.0,621,622.0,621.0,618.0,628.0,621,622,623,622,622,623,623,623,623,623
246.0,634.0,634.0,634.0,634.0,634.0,634,634.0,635.0,677,678.0,651.0,635.0,635.0,633.0,625.0,631.0,624.0,624.0,625,624,625,625.0,624.0,621.0,621,622.0,621.0,624.0,628.0,621,622,624,623,623,623,623,623,623,623
247.0,635.0,635.0,635.0,635.0,635.0,634,635.0,636.0,677,679.0,651.0,636.0,635.0,631.0,628.0,631.0,625.0,625.0,625,625,625,625.0,624.0,622.0,624,622.0,621.0,624.0,628.0,621,622,622,623,623,624,623,623,623,623
248.0,657.0,657.0,657.0,657.0,657.0,657,657.0,651.0,678,682.0,651.0,659.0,636.0,631.0,630.0,651.0,625.0,625.0,625,625,624,625.0,624.0,624.0,624,621.0,621.0,624.0,634.0,621,624,623,623,623,624,624,623,623,623
249.0,636.0,636.0,636.0,636.0,636.0,635,644.0,638.0,678,682.0,658.0,644.0,636.0,636.0,630.0,651.0,624.0,628.0,625,625,624,624.0,625.0,628.0,624,621.0,621.0,625.0,634.0,622,625,623,624,623,624,624,623,623,623
250.0,638.0,638.0,638.0,638.0,638.0,637,641.0,641.0,679,682.0,658.0,648.0,637.0,636.0,631.0,651.0,624.0,628.0,625,625,624,625.0,625.0,628.0,624,621.0,621.0,624.0,631.0,624,625,624,624,624,624,624,623,624,623
251.0,648.0,648.0,648.0,648.0,648.0,648,648.0,651.0,681,688.0,657.0,654.0,982.0,638.0,631.0,631.0,624.0,628.0,625,628,624,624.0,625.0,628.0,624,621.0,631.0,624.0,631.0,624,625,624,624,624,624,624,623,624,624
252.0,648.0,648.0,648.0,648.0,648.0,648,648.0,642.0,681,683.0,658.0,654.0,644.0,638.0,631.0,630.0,625.0,628.0,625,628,625,624.0,625.0,628.0,625,621.0,631.0,625.0,631.0,625,625,624,624,624,624,624,624,624,624
253.0,645.0,645.0,645.0,645.0,645.0,645,648.0,642.0,682,684.0,657.0,653.0,641.0,638.0,631.0,631.0,625.0,628.0,625,628,625,624.0,625.0,628.0,625,625.0,631.0,621.0,631.0,625,624,624,624,624,624,630,624,624,624
254.0,652.0,652.0,652.0,652.0,652.0,652,650.0,685.0,684,846.0,657.0,662.0,647.0,641.0,631.0,631.0,624.0,628.0,628,628,625,624.0,624.0,628.0,625,625.0,624.0,621.0,628.0,625,624,624,624,624,624,630,624,624,624
255.0,657.0,657.0,657.0,657.0,657.0,657,657.0,685.0,846,846.0,657.0,935.0,648.0,642.0,631.0,631.0,625.0,628.0,628,628,625,628.0,624.0,628.0,627,625.0,624.0,622.0,628.0,625,631,625,624,624,625,631,624,625,624
256.0,658.0,658.0,658.0,658.0,658.0,658,671.0,1142.0,846,846.0,657.0,979.0,648.0,644.0,631.0,648.0,628.0,628.0,628,628,628,628.0,625.0,662.0,628,625.0,624.0,624.0,628.0,625,631,625,631,624,625,631,624,625,625
257.0,658.0,658.0,658.0,658.0,658.0,658,656.0,1143.0,649,846.0,642.0,979.0,648.0,644.0,634.0,648.0,628.0,628.0,628,628,628,628.0,625.0,627.0,628,625.0,624.0,624.0,628.0,625,631,627,631,627,625,631,624,631,625
258.0,1170.0,1170.0,1170.0,1170.0,1170.0,659,667.0,1143.0,645,846.0,642.0,979.0,662.0,645.0,634.0,648.0,628.0,628.0,628,628,628,628.0,624.0,627.0,628,625.0,624.0,625.0,628.0,625,631,628,628,627,625,628,624,631,624
259.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170,815.0,1143.0,651,846.0,642.0,979.0,662.0,645.0,634.0,631.0,631.0,628.0,628,628,628,628.0,625.0,628.0,628,625.0,625.0,625.0,628.0,628,631,628,628,628,625,628,624,631,631
260.0,1170.0,1170.0,1170.0,1170.0,1170.0,1170,815.0,645.0,645,846.0,642.0,979.0,654.0,645.0,634.0,634.0,631.0,628.0,628,628,628,628.0,625.0,628.0,628,625.0,625.0,625.0,628.0,628,633,628,627,628,625,628,625,627,631
261.0,1172.0,1172.0,1172.0,1172.0,1172.0,1064,815.0,641.0,642,846.0,642.0,980.0,654.0,646.0,634.0,651.0,631.0,628.0,630,628,628,628.0,625.0,628.0,628,625.0,625.0,625.0,628.0,628,633,628,628,628,628,628,625,627,627
263.0,1064.0,1064.0,1064.0,1064.0,1064.0,1064,1053.0,644.0,642,982.0,642.0,645.0,654.0,648.0,634.0,638.0,631.0,634.0,631,628,628,628.0,625.0,628.0,628,628.0,628.0,627.0,628.0,628,634,628,628,628,628,628,628,628,628
264.0,1064.0,1064.0,1064.0,1064.0,1064.0,1064,1052.0,653.0,642,982.0,642.0,645.0,654.0,648.0,634.0,638.0,631.0,634.0,631,631,628,628.0,625.0,628.0,628,628.0,628.0,625.0,628.0,628,634,628,628,628,628,628,628,628,628
265.0,1064.0,1064.0,1064.0,1064.0,1064.0,1064,1057.0,639.0,642,982.0,642.0,645.0,655.0,648.0,634.0,638.0,631.0,634.0,631,632,628,631.0,628.0,628.0,628,628.0,628.0,627.0,628.0,628,634,628,628,629,628,628,628,628,628
266.0,1064.0,1064.0,1064.0,1064.0,1064.0,1064,1057.0,639.0,642,647.0,641.0,645.0,657.0,648.0,634.0,639.0,631.0,634.0,634,634,631,631.0,628.0,628.0,628,628.0,628.0,628.0,628.0,628,634,628,629,629,628,628,628,628,628
267.0,1038.0,1038.0,1038.0,1038.0,1038.0,1064,1057.0,639.0,642,647.0,639.0,644.0,657.0,648.0,634.0,638.0,631.0,634.0,634,634,631,631.0,628.0,628.0,627,628.0,628.0,628.0,628.0,628,634,628,629,629,628,628,628,629,628
268.0,1040.0,1040.0,1040.0,1040.0,1040.0,685,881.0,639.0,642,648.0,639.0,644.0,657.0,648.0,636.0,639.0,631.0,634.0,634,624,631,631.0,628.0,628.0,627,627.0,628.0,628.0,628.0,628,634,628,629,629,629,629,628,628,628
269.0,1040.0,1040.0,1040.0,1040.0,1040.0,1040,883.0,639.0,642,648.0,639.0,651.0,659.0,662.0,638.0,639.0,634.0,635.0,634,631,631,631.0,628.0,631.0,628,628.0,628.0,628.0,628.0,628,634,628,629,629,629,629,630,628,628
270.0,1040.0,1040.0,1040.0,1040.0,1040.0,1040,1056.0,639.0,642,648.0,639.0,651.0,659.0,654.0,639.0,639.0,634.0,635.0,634,631,631,631.0,628.0,631.0,628,628.0,628.0,628.0,628.0,628,634,628,629,629,629,629,630,629,628
271.0,1040.0,1040.0,1040.0,1040.0,1040.0,1034,651.0,638.0,642,648.0,639.0,651.0,659.0,654.0,639.0,642.0,634.0,635.0,635,628,631,631.0,628.0,631.0,628,628.0,628.0,628.0,628.0,628,634,628,629,629,629,629,630,629,629
272.0,1040.0,1040.0,1040.0,1040.0,1040.0,1034,651.0,638.0,642,642.0,639.0,651.0,658.0,654.0,644.0,642.0,635.0,635.0,639,628,631,631.0,628.0,631.0,630,628.0,628.0,628.0,628.0,628,634,628,628,629,629,630,630,630,629
273.0,649.0,649.0,649.0,649.0,649.0,1034,651.0,638.0,641,639.0,639.0,651.0,650.0,655.0,665.0,642.0,635.0,636.0,639,628,631,631.0,628.0,631.0,631,628.0,628.0,628.0,628.0,628,634,628,628,630,630,630,631,630,630
274.0,648.0,648.0,648.0,648.0,648.0,648,651.0,639.0,639,639.0,639.0,651.0,648.0,657.0,641.0,645.0,635.0,636.0,638,627,631,631.0,628.0,631.0,630,628.0,628.0,628.0,628.0,628,635,629,628,630,630,630,631,630,630
275.0,657.0,657.0,657.0,657.0,657.0,648,647.0,639.0,639,639.0,639.0,651.0,648.0,658.0,651.0,665.0,644.0,639.0,639,627,634,634.0,633.0,631.0,631,631.0,628.0,628.0,628.0,628,635,629,628,631,630,631,632,630,629
276.0,648.0,648.0,648.0,648.0,648.0,648,645.0,639.0,639,639.0,639.0,651.0,648.0,659.0,651.0,643.0,645.0,641.0,639,639,634,634.0,634.0,631.0,631,631.0,631.0,631.0,628.0,628,635,629,628,631,630,631,632,631,630
277.0,644.0,644.0,644.0,644.0,644.0,647,645.0,639.0,639,639.0,639.0,651.0,645.0,659.0,651.0,645.0,644.0,639.0,639,639,634,634.0,634.0,631.0,631,631.0,631.0,631.0,628.0,628,630,630,628,631,630,632,632,630,631
278.0,642.0,642.0,642.0,642.0,642.0,644,645.0,639.0,639,639.0,638.0,651.0,648.0,659.0,653.0,645.0,643.0,645.0,639,639,634,634.0,634.0,627.0,631,631.0,631.0,631.0,628.0,631,631,630,628,631,631,632,632,631,631
279.0,642.0,642.0,642.0,642.0,642.0,642,642.0,639.0,639,639.0,638.0,642.0,645.0,1209.0,1017.0,651.0,645.0,648.0,641,642,634,634.0,631.0,627.0,632,631.0,631.0,631.0,628.0,631,631,632,628,631,631,632,632,631,631
280.0,642.0,642.0,642.0,642.0,642.0,642,642.0,639.0,639,639.0,639.0,642.0,645.0,1006.0,1053.0,651.0,654.0,648.0,642,644,634,634.0,631.0,634.0,634,631.0,631.0,631.0,631.0,631,636,632,628,631,631,632,632,631,631
281.0,639.0,639.0,639.0,639.0,639.0,642,642.0,639.0,639,639.0,639.0,642.0,645.0,1005.0,1053.0,658.0,645.0,648.0,642,645,634,635.0,631.0,634.0,634,631.0,631.0,631.0,631.0,631,636,631,628,631,631,632,632,631,631
282.0,639.0,639.0,639.0,639.0,639.0,639,642.0,639.0,639,638.0,648.0,642.0,645.0,1006.0,1034.0,658.0,645.0,648.0,642,645,634,635.0,631.0,634.0,634,634.0,631.0,631.0,631.0,631,631,632,629,632,632,632,633,631,631
283.0,639.0,639.0,639.0,639.0,639.0,639,642.0,639.0,639,638.0,648.0,642.0,645.0,1006.0,1034.0,659.0,657.0,652.0,648,645,634,635.0,639.0,634.0,634,634.0,631.0,631.0,631.0,631,631,632,629,632,632,632,633,631,631
284.0,639.0,639.0,639.0,639.0,639.0,639,639.0,639.0,639,638.0,648.0,642.0,645.0,1006.0,1034.0,649.0,657.0,665.0,648,645,635,635.0,639.0,633.0,634,634.0,631.0,631.0,631.0,631,631,632,629,632,632,632,633,631,632
285.0,639.0,639.0,639.0,639.0,639.0,639,639.0,639.0,639,639.0,639.0,642.0,645.0,1049.0,1034.0,648.0,654.0,657.0,648,645,635,635.0,636.0,627.0,634,634.0,147.0,631.0,631.0,631,631,632,629,632,632,632,634,631,632
286.0,639.0,639.0,639.0,639.0,639.0,639,639.0,639.0,639,639.0,638.0,642.0,645.0,1050.0,1034.0,648.0,657.0,657.0,651,648,647,640.0,641.0,628.0,634,634.0,147.0,631.0,631.0,631,634,632,630,632,632,632,634,631,632
287.0,639.0,639.0,639.0,639.0,639.0,639,642.0,639.0,639,639.0,639.0,642.0,645.0,692.0,1009.0,648.0,658.0,657.0,651,645,648,640.0,642.0,635.0,635,634.0,147.0,631.0,631.0,634,634,633,632,632,632,633,634,632,632
288.0,639.0,639.0,639.0,639.0,639.0,639,642.0,639.0,639,639.0,639.0,642.0,645.0,692.0,1009.0,648.0,658.0,657.0,651,645,638,637.0,642.0,635.0,635,635.0,147.0,631.0,631.0,634,634,633,632,632,632,633,634,632,632
289.0,639.0,639.0,639.0,639.0,639.0,639,642.0,639.0,639,639.0,639.0,642.0,645.0,692.0,1009.0,648.0,658.0,657.0,651,648,648,644.0,642.0,636.0,636,635.0,634.0,631.0,631.0,634,634,633,633,632,633,633,634,632,633
290.0,642.0,642.0,642.0,642.0,642.0,639,642.0,639.0,639,639.0,639.0,642.0,645.0,692.0,1009.0,648.0,658.0,658.0,651,648,651,645.0,642.0,638.0,635,635.0,634.0,631.0,631.0,634,634,633,639,632,633,633,634,633,633
291.0,642.0,642.0,642.0,642.0,642.0,642,642.0,638.0,639,639.0,639.0,642.0,645.0,692.0,1009.0,648.0,658.0,658.0,651,649,648,645.0,642.0,636.0,635,635.0,177.0,631.0,631.0,634,634,633,631,632,633,633,634,633,633
292.0,642.0,642.0,642.0,642.0,642.0,642,641.0,638.0,639,639.0,639.0,642.0,645.0,692.0,1009.0,648.0,659.0,658.0,628,653,651,645.0,645.0,639.0,634,635.0,173.0,631.0,631.0,634,634,633,631,633,633,633,635,633,634
293.0,642.0,642.0,642.0,642.0,642.0,642,639.0,639.0,639,639.0,639.0,642.0,645.0,650.0,1009.0,648.0,659.0,658.0,628,651,651,648.0,645.0,639.0,634,635.0,173.0,631.0,631.0,634,635,633,630,632,633,633,636,634,634
294.0,642.0,642.0,642.0,642.0,642.0,642,639.0,639.0,639,639.0,639.0,642.0,645.0,648.0,1009.0,648.0,659.0,658.0,627,651,651,648.0,645.0,639.0,635,635.0,173.0,631.0,631.0,634,635,633,631,633,633,633,637,633,634
295.0,641.0,641.0,641.0,641.0,641.0,642,639.0,639.0,639,639.0,639.0,642.0,645.0,648.0,1009.0,648.0,659.0,658.0,628,658,653,648.0,649.0,639.0,635,635.0,173.0,631.0,634.0,634,635,633,634,634,634,633,637,633,634
296.0,639.0,639.0,639.0,639.0,639.0,641,638.0,639.0,639,639.0,639.0,642.0,645.0,648.0,1034.0,648.0,659.0,659.0,655,688,654,648.0,651.0,639.0,636,635.0,173.0,634.0,634.0,634,635,634,640,634,634,633,636,633,634
297.0,638.0,638.0,638.0,638.0,638.0,639,638.0,639.0,639,638.0,642.0,642.0,645.0,645.0,1046.0,648.0,662.0,659.0,655,659,654,648.0,651.0,639.0,636,635.0,173.0,634.0,634.0,634,635,634,640,634,634,637,638,633,634
298.0,639.0,639.0,639.0,639.0,639.0,638,639.0,638.0,639,651.0,642.0,642.0,645.0,645.0,1047.0,648.0,662.0,662.0,657,659,657,648.0,651.0,639.0,639,635.0,232.0,634.0,634.0,635,635,634,632,634,634,637,638,637,633
299.0,638.0,638.0,638.0,638.0,638.0,639,639.0,638.0,639,651.0,642.0,642.0,645.0,645.0,657.0,648.0,662.0,662.0,658,686,662,648.0,651.0,645.0,639,636.0,232.0,634.0,634.0,635,635,634,632,634,634,637,638,637,633
300.0,638.0,638.0,638.0,638.0,638.0,638,639.0,639.0,639,641.0,642.0,642.0,645.0,645.0,657.0,648.0,662.0,665.0,658,685,662,648.0,651.0,645.0,639,636.0,231.0,634.0,635.0,635,635,636,632,634,634,637,638,638,634
301.0,638.0,638.0,638.0,638.0,638.0,638,639.0,639.0,639,642.0,642.0,642.0,645.0,645.0,655.0,648.0,664.0,665.0,659,685,664,651.0,651.0,642.0,639,636.0,634.0,634.0,635.0,635,635,637,632,641,634,637,638,638,634
302.0,639.0,639.0,639.0,639.0,639.0,638,639.0,639.0,639,642.0,642.0,642.0,645.0,645.0,654.0,648.0,668.0,806.0,659,685,681,651.0,652.0,641.0,642,636.0,634.0,635.0,635.0,635,635,638,632,637,634,638,638,638,637
303.0,639.0,639.0,639.0,639.0,639.0,638,639.0,639.0,639,642.0,642.0,642.0,645.0,645.0,654.0,648.0,951.0,806.0,681,685,682,652.0,654.0,643.0,645,639.0,634.0,635.0,635.0,635,635,638,633,637,634,638,638,638,638
304.0,639.0,639.0,639.0,639.0,639.0,639,639.0,642.0,639,642.0,642.0,642.0,645.0,645.0,654.0,648.0,661.0,806.0,678,685,682,652.0,654.0,648.0,645,639.0,634.0,635.0,635.0,635,635,638,638,637,638,638,638,638,638
305.0,639.0,639.0,639.0,639.0,639.0,639,639.0,642.0,639,642.0,642.0,642.0,645.0,645.0,654.0,648.0,657.0,806.0,678,686,681,652.0,655.0,644.0,645,639.0,633.0,636.0,635.0,635,635,638,638,637,638,638,637,638,638
306.0,639.0,639.0,639.0,639.0,639.0,639,639.0,642.0,642,642.0,642.0,642.0,645.0,645.0,654.0,648.0,657.0,803.0,653,685,689,654.0,657.0,645.0,645,639.0,633.0,636.0,635.0,635,635,638,643,637,638,638,638,638,638
307.0,639.0,639.0,639.0,639.0,639.0,639,639.0,642.0,642,642.0,642.0,642.0,645.0,645.0,654.0,648.0,655.0,802.0,655,685,689,654.0,657.0,645.0,645,639.0,639.0,635.0,635.0,635,635,638,643,638,638,638,638,638,638
308.0,639.0,639.0,639.0,639.0,639.0,639,639.0,642.0,642,642.0,642.0,642.0,645.0,645.0,651.0,648.0,651.0,803.0,649,685,689,655.0,657.0,645.0,645,639.0,638.0,635.0,635.0,635,635,638,643,638,638,638,639,638,638
309.0,639.0,639.0,639.0,639.0,639.0,639,639.0,642.0,642,642.0,642.0,645.0,648.0,645.0,648.0,648.0,651.0,659.0,648,685,688,657.0,657.0,650.0,648,639.0,639.0,636.0,635.0,635,639,638,634,638,638,639,639,639,638
310.0,639.0,639.0,639.0,639.0,639.0,639,639.0,642.0,642,642.0,642.0,645.0,648.0,645.0,648.0,648.0,654.0,662.0,648,685,688,658.0,657.0,651.0,648,639.0,639.0,635.0,639.0,635,639,638,634,638,638,639,637,639,638
311.0,639.0,639.0,639.0,639.0,639.0,639,639.0,642.0,642,642.0,642.0,645.0,648.0,645.0,648.0,648.0,651.0,662.0,648,658,688,658.0,658.0,651.0,648,639.0,639.0,635.0,639.0,636,639,638,646,638,638,640,637,639,638
312.0,639.0,639.0,639.0,639.0,639.0,639,642.0,642.0,642,642.0,642.0,645.0,648.0,645.0,647.0,648.0,651.0,662.0,648,657,686,659.0,658.0,648.0,649,641.0,641.0,635.0,639.0,636,645,638,646,639,638,640,637,640,639
313.0,639.0,639.0,639.0,639.0,639.0,639,642.0,642.0,642,642.0,642.0,645.0,648.0,645.0,648.0,648.0,648.0,661.0,648,657,686,664.0,659.0,648.0,648,642.0,642.0,635.0,639.0,639,645,638,646,639,639,640,638,639,639
314.0,639.0,639.0,639.0,639.0,639.0,639,642.0,642.0,642,642.0,642.0,645.0,654.0,645.0,648.0,648.0,648.0,659.0,648,657,685,665.0,659.0,648.0,648,642.0,642.0,636.0,639.0,639,641,638,646,639,639,640,638,639,639
315.0,642.0,642.0,642.0,642.0,642.0,639,642.0,642.0,642,642.0,642.0,645.0,654.0,645.0,648.0,648.0,648.0,659.0,648,654,685,665.0,659.0,648.0,651,630.0,643.0,636.0,639.0,639,641,638,647,639,639,640,639,639,640
316.0,642.0,642.0,642.0,642.0,642.0,639,642.0,642.0,642,642.0,642.0,645.0,654.0,645.0,651.0,648.0,648.0,658.0,648,654,659,695.0,659.0,651.0,651,634.0,645.0,639.0,639.0,639,642,639,647,639,640,640,639,639,640
317.0,642.0,642.0,642.0,642.0,642.0,642,642.0,642.0,642,642.0,642.0,645.0,654.0,645.0,651.0,648.0,648.0,658.0,648,655,659,695.0,659.0,651.0,651,631.0,645.0,639.0,639.0,639,642,640,647,640,640,639,639,639,640
318.0,642.0,642.0,642.0,642.0,642.0,642,642.0,642.0,642,642.0,642.0,645.0,654.0,645.0,651.0,648.0,648.0,658.0,648,654,655,694.0,659.0,651.0,651,631.0,645.0,639.0,639.0,639,638,640,647,640,640,641,639,640,640
319.0,642.0,642.0,642.0,642.0,642.0,642,642.0,642.0,645,642.0,642.0,645.0,654.0,645.0,651.0,657.0,648.0,658.0,648,654,657,633.0,665.0,651.0,651,631.0,651.0,639.0,641.0,639,639,641,647,640,640,641,639,641,640
320.0,642.0,642.0,642.0,642.0,642.0,642,642.0,642.0,645,642.0,642.0,645.0,654.0,645.0,651.0,651.0,651.0,657.0,648,654,657,633.0,662.0,651.0,651,631.0,648.0,639.0,642.0,639,642,641,647,640,640,641,639,641,640
321.0,642.0,642.0,642.0,642.0,642.0,642,642.0,642.0,645,645.0,645.0,645.0,654.0,645.0,651.0,651.0,651.0,657.0,645,654,657,634.0,661.0,651.0,651,631.0,414.0,639.0,642.0,639,642,641,648,640,640,641,640,642,639
